customer_id,full_name,gender,age,state,job_classification,date_joined,balance,marital,education,houseloan,otherloan,contact,poutcome,loan_default,month_num,month_name
2415,Ellen  Weaver,Female,41,California,Other,2017-10-02,29757.94,married,secondary,no,no,cellular,unknown,no,10,October
2416,Cecilia  Manning,Female,32,California,White Collar,2017-10-02,74791.3,married,tertiary,no,no,cellular,unknown,no,10,October
2417,Edwin  Malone,Female,34,California,White Collar,2017-10-02,35829.76,single,tertiary,yes,yes,unknown,unknown,no,10,October
2418,Cassandra  Franklin,Male,38,California,Other,2017-10-02,88448.99,married,tertiary,no,no,cellular,unknown,no,10,October
2419,Rachel  Gomez,Female,33,California,White Collar,2017-10-02,68708.69,single,tertiary,no,no,cellular,unknown,no,10,October
2420,Lula  Daniels,Female,42,California,White Collar,2017-10-02,22370.61,single,secondary,no,yes,cellular,unknown,yes,10,October
2421,Cecilia  Manning,Male,28,California,White Collar,2017-10-02,21563.61,married,tertiary,no,no,cellular,unknown,no,10,October
2422,Rachel  Gomez,Male,28,California,White Collar,2017-10-02,34440.96,single,tertiary,no,no,cellular,unknown,yes,10,October
2423,Salvador  Bass,Male,33,California,White Collar,2017-10-02,72067.7,married,primary,yes,no,cellular,unknown,no,10,October
2424,Shari  Silva,Female,41,California,Blue Collar,2017-10-02,1437.48,single,secondary,no,no,unknown,unknown,no,10,October
2425,Cecilia  Manning,Male,31,California,Blue Collar,2017-10-02,118377.79,married,tertiary,no,no,cellular,unknown,no,10,October
2426,Nellie  Joseph,Male,48,Nevada,Blue Collar,2017-10-02,81816.25,married,secondary,yes,yes,cellular,unknown,no,10,October
2427,Nellie  Joseph,Female,40,Nevada,Other,2017-10-02,54522.01,married,secondary,yes,no,cellular,unknown,no,10,October
2428,Kyle  Carr,Male,36,Wyoming,White Collar,2017-10-02,34762.54,single,tertiary,no,no,cellular,unknown,no,10,October
2429,Austin  Reynolds,Female,43,California,White Collar,2017-10-03,64136.91,single,secondary,yes,no,unknown,unknown,no,10,October
2430,Lance  Yates,Male,36,California,White Collar,2017-10-03,33842.19,single,secondary,no,no,cellular,failure,no,10,October
2431,Brooke  Horton,Male,40,California,White Collar,2017-10-03,18838.27,married,secondary,no,yes,cellular,failure,no,10,October
2432,Blake  Bridges,Female,43,California,White Collar,2017-10-03,34701.61,married,secondary,no,no,cellular,failure,yes,10,October
2433,Brooke  Horton,Female,45,California,White Collar,2017-10-03,79903.28,divorced,tertiary,no,no,cellular,unknown,no,10,October
2434,Andrew  Meyer,Male,32,California,White Collar,2017-10-03,24069.12,married,primary,no,no,cellular,failure,yes,10,October
2435,Salvador  Bass,Male,36,California,White Collar,2017-10-03,65494.7,single,secondary,no,yes,cellular,unknown,no,10,October
2436,Beth  Tucker,Male,40,California,White Collar,2017-10-03,11552.82,married,tertiary,yes,no,cellular,unknown,no,10,October
2437,Drew  Rogers,Male,33,California,White Collar,2017-10-03,59140.31,married,secondary,no,no,cellular,other,yes,10,October
2438,Sandra  Floyd,Female,30,California,White Collar,2017-10-03,206097.36,single,secondary,yes,no,cellular,unknown,no,10,October
2439,Robert  Munoz,Male,42,California,White Collar,2017-10-03,49213.04,married,tertiary,yes,yes,cellular,failure,no,10,October
2440,Peter  Hodges,Female,28,California,White Collar,2017-10-03,113886.21,married,secondary,yes,no,unknown,unknown,no,10,October
2441,Beth  Tucker,Male,26,Nevada,Blue Collar,2017-10-03,104332.79,divorced,tertiary,yes,no,cellular,unknown,no,10,October
2442,Pauline  Beck,Male,52,Nevada,Blue Collar,2017-10-03,59717.06,married,secondary,yes,no,unknown,unknown,no,10,October
2443,Eric  Rose,Male,58,Nevada,Blue Collar,2017-10-03,46389.75,married,secondary,yes,no,unknown,unknown,no,10,October
2444,Marian  Hill,Male,47,Nevada,Other,2017-10-03,130848.25,single,tertiary,yes,no,cellular,unknown,no,10,October
2445,Eddie  Green,Female,48,Nevada,Other,2017-10-03,18514.07,married,secondary,yes,no,cellular,failure,yes,10,October
2446,Marion  Glover,Male,50,Nevada,Blue Collar,2017-10-03,32664.06,married,tertiary,yes,yes,cellular,unknown,no,10,October
2447,Don  Gonzales,Male,58,Nevada,Blue Collar,2017-10-03,19745.49,married,secondary,yes,no,cellular,failure,no,10,October
2448,Robert  Munoz,Male,41,Wyoming,Blue Collar,2017-10-03,49009.0,married,primary,no,no,cellular,failure,no,10,October
2449,Edwin  Malone,Male,27,California,Blue Collar,2017-10-04,11021.48,single,tertiary,no,no,cellular,unknown,no,10,October
2450,Lance  Yates,Female,42,California,Other,2017-10-04,15763.28,married,tertiary,no,no,cellular,success,yes,10,October
2451,Cindy  Becker,Male,41,California,White Collar,2017-10-04,80978.97,married,primary,yes,no,unknown,unknown,no,10,October
2452,Patty  Thompson,Female,25,California,Blue Collar,2017-10-04,8193.66,married,secondary,no,no,cellular,unknown,no,10,October
2453,Christina  Fuller,Female,34,California,White Collar,2017-10-04,15810.63,divorced,tertiary,yes,no,cellular,unknown,no,10,October
2454,Elvira  Bowman,Male,47,California,White Collar,2017-10-04,80279.78,married,tertiary,yes,yes,cellular,unknown,no,10,October
2455,Christina  Fuller,Female,28,California,White Collar,2017-10-04,29650.64,married,tertiary,no,no,cellular,unknown,no,10,October
2456,Edwin  Malone,Male,44,California,Other,2017-10-04,80688.19,married,secondary,no,no,unknown,unknown,no,10,October
2457,Lynette  Brewer,Male,39,California,Blue Collar,2017-10-04,14845.4,married,primary,yes,no,unknown,unknown,no,10,October
2458,Brooke  Horton,Female,38,California,White Collar,2017-10-04,101255.66,divorced,secondary,no,no,cellular,unknown,no,10,October
2459,Austin  Reynolds,Male,37,California,White Collar,2017-10-04,28377.7,married,secondary,yes,yes,telephone,unknown,no,10,October
2460,Donna  Reid,Male,22,California,White Collar,2017-10-04,1165.45,married,primary,no,no,telephone,unknown,no,10,October
2461,Rachel  Gomez,Male,34,California,White Collar,2017-10-04,149154.97,single,primary,yes,no,cellular,failure,no,10,October
2462,Isabel  Cross,Female,49,Nevada,White Collar,2017-10-04,96598.12,single,secondary,yes,no,cellular,unknown,no,10,October
2463,Jenny  Garcia,Female,53,Nevada,Other,2017-10-04,11771.64,married,tertiary,yes,no,unknown,unknown,no,10,October
2464,Carla  Mccormick,Female,36,California,White Collar,2017-10-05,77035.21,single,unknown,no,no,unknown,unknown,no,10,October
2465,Shari  Silva,Female,34,California,White Collar,2017-10-05,13859.7,single,tertiary,yes,no,unknown,unknown,yes,10,October
2466,Brooke  Horton,Female,27,California,Blue Collar,2017-10-05,5179.45,single,primary,no,no,unknown,unknown,no,10,October
2467,Iris  Underwood,Female,35,California,Blue Collar,2017-10-05,58278.3,married,secondary,no,no,cellular,unknown,no,10,October
2468,Elvira  Bowman,Male,42,California,White Collar,2017-10-05,548.57,single,secondary,yes,no,cellular,unknown,no,10,October
2469,Herman  Williams,Male,22,California,White Collar,2017-10-05,99223.67,single,secondary,yes,no,unknown,unknown,no,10,October
2470,Robert  Munoz,Male,61,Nevada,Other,2017-10-05,52746.34,married,primary,yes,yes,cellular,unknown,no,10,October
2471,Bernadette  Page,Female,44,Wyoming,Other,2017-10-05,2810.79,married,tertiary,yes,no,cellular,unknown,no,10,October
2472,Isabel  Cross,Female,46,Oregon,Other,2017-10-05,66976.3,single,secondary,no,no,cellular,other,yes,10,October
2473,Drew  Rogers,Male,31,California,Blue Collar,2017-10-06,84777.6,married,secondary,yes,no,cellular,unknown,no,10,October
2474,Shari  Silva,Female,22,California,Blue Collar,2017-10-06,3434.19,married,tertiary,yes,no,cellular,unknown,no,10,October
2475,Salvador  Bass,Female,25,California,White Collar,2017-10-06,44432.18,married,tertiary,yes,no,cellular,failure,no,10,October
2476,Don  Gonzales,Male,47,California,White Collar,2017-10-06,95142.97,divorced,secondary,yes,no,unknown,unknown,no,10,October
2477,Drew  Rogers,Male,26,California,White Collar,2017-10-06,121624.54,married,secondary,no,no,unknown,unknown,no,10,October
2478,Della  Jensen,Female,38,California,Other,2017-10-06,55434.93,married,primary,no,no,cellular,unknown,yes,10,October
2479,Patty  Thompson,Male,37,California,White Collar,2017-10-06,41083.28,divorced,secondary,no,no,cellular,failure,no,10,October
2480,Brooke  Horton,Female,27,California,Blue Collar,2017-10-06,171968.72,married,secondary,yes,yes,cellular,unknown,no,10,October
2481,Brooke  Horton,Female,25,California,Blue Collar,2017-10-06,46436.33,divorced,secondary,no,yes,cellular,unknown,yes,10,October
2482,Trevor  Jones,Female,20,California,White Collar,2017-10-06,111760.03,married,tertiary,no,no,cellular,unknown,no,10,October
2483,Ernest  Davis,Female,45,Nevada,Other,2017-10-06,37301.91,married,secondary,no,no,cellular,unknown,no,10,October
2484,Brooke  Horton,Male,50,Nevada,Blue Collar,2017-10-06,2336.63,married,secondary,yes,no,unknown,unknown,no,10,October
2485,Cassandra  Franklin,Female,53,Nevada,Other,2017-10-06,19058.12,single,tertiary,no,no,cellular,unknown,no,10,October
2486,Patty  Thompson,Female,52,Nevada,Other,2017-10-06,9285.4,married,tertiary,yes,no,cellular,unknown,no,10,October
2487,Carla  Mccormick,Male,58,Nevada,Blue Collar,2017-10-06,77197.96,married,unknown,no,no,cellular,failure,yes,10,October
2488,Robert  Munoz,Male,42,Wyoming,White Collar,2017-10-06,8111.96,divorced,tertiary,no,no,cellular,unknown,no,10,October
2489,Cecilia  Manning,Male,37,Wyoming,White Collar,2017-10-06,19410.37,married,secondary,yes,no,unknown,unknown,no,10,October
2490,Max  Rodgers,Male,31,Wyoming,Blue Collar,2017-10-06,59821.91,married,primary,no,yes,cellular,unknown,no,10,October
2491,Marian  Hill,Female,24,Wyoming,Blue Collar,2017-10-06,24665.69,married,secondary,no,no,cellular,unknown,no,10,October
2492,Brooke  Horton,Female,36,Wyoming,White Collar,2017-10-06,2351.61,married,primary,no,no,cellular,unknown,no,10,October
2493,Elaine  Ellis,Female,43,California,Blue Collar,2017-10-07,31337.07,single,tertiary,yes,no,unknown,unknown,no,10,October
2494,Isabel  Cross,Female,38,California,White Collar,2017-10-07,50132.33,single,secondary,no,no,cellular,unknown,no,10,October
2495,Joey  Wong,Male,30,California,White Collar,2017-10-07,81241.55,divorced,secondary,no,yes,cellular,unknown,no,10,October
2496,Austin  Reynolds,Male,37,California,White Collar,2017-10-07,36726.36,single,tertiary,yes,no,unknown,unknown,no,10,October
2497,Bernadette  Page,Female,36,California,White Collar,2017-10-07,166224.93,single,tertiary,yes,no,cellular,unknown,no,10,October
2498,Lance  Yates,Male,30,California,White Collar,2017-10-07,60428.81,married,primary,yes,no,unknown,unknown,no,10,October
2499,Drew  Rogers,Male,32,Nevada,Blue Collar,2017-10-07,1044.99,married,secondary,yes,no,cellular,unknown,no,10,October
2500,Trevor  Jones,Male,56,Nevada,Blue Collar,2017-10-07,31634.9,married,tertiary,no,no,telephone,unknown,yes,10,October
2501,Ivan  Adkins,Male,59,Nevada,Blue Collar,2017-10-07,1029.85,single,tertiary,no,no,cellular,unknown,no,10,October
2502,Andrew  Meyer,Female,26,Wyoming,White Collar,2017-10-07,56104.03,married,secondary,yes,no,unknown,unknown,no,10,October
2503,Tracy  Reed,Male,28,California,Blue Collar,2017-10-08,153659.69,married,secondary,no,no,cellular,unknown,no,10,October
2504,Jenny  Garcia,Female,35,California,Other,2017-10-08,62927.18,married,tertiary,no,no,cellular,unknown,no,10,October
2505,Bobbie  Ryan,Male,46,California,Blue Collar,2017-10-08,33309.09,married,secondary,yes,yes,cellular,unknown,no,10,October
2506,Ellen  Weaver,Male,41,California,White Collar,2017-10-08,42505.25,divorced,tertiary,no,yes,cellular,unknown,no,10,October
2507,Cecilia  Manning,Female,42,California,White Collar,2017-10-08,82377.01,married,secondary,yes,no,cellular,unknown,no,10,October
2508,Ernest  Davis,Male,42,California,White Collar,2017-10-08,49699.48,single,secondary,yes,no,cellular,unknown,no,10,October
2509,Christina  Fuller,Male,30,California,Blue Collar,2017-10-08,3884.58,married,unknown,no,no,telephone,unknown,no,10,October
2510,Brooke  Horton,Male,37,California,Blue Collar,2017-10-08,42366.0,married,primary,yes,no,unknown,unknown,no,10,October
2511,Don  Gonzales,Male,37,California,Other,2017-10-08,13162.55,divorced,secondary,no,yes,unknown,unknown,no,10,October
2512,Brooke  Horton,Female,41,California,White Collar,2017-10-08,53989.78,married,primary,no,no,cellular,unknown,no,10,October
2513,Della  Jensen,Female,31,California,White Collar,2017-10-08,15688.45,married,primary,no,yes,unknown,unknown,yes,10,October
2514,Bobbie  Ryan,Male,62,Nevada,Blue Collar,2017-10-08,124768.36,married,primary,yes,no,unknown,unknown,no,10,October
2515,Tiffany  May,Male,46,Nevada,Other,2017-10-08,114328.49,single,unknown,yes,no,unknown,unknown,no,10,October
2516,Fernando  Rowe,Male,54,Nevada,Blue Collar,2017-10-08,143819.28,married,secondary,yes,no,cellular,unknown,no,10,October
2517,Max  Rodgers,Female,60,Nevada,Other,2017-10-08,71553.81,married,tertiary,yes,no,cellular,unknown,no,10,October
2518,Brooke  Horton,Male,44,Nevada,Blue Collar,2017-10-08,9995.06,married,unknown,yes,no,unknown,unknown,no,10,October
2519,Guillermo  Potter,Male,52,Nevada,Blue Collar,2017-10-08,1006.1,single,secondary,no,no,cellular,unknown,no,10,October
2520,Woodrow  Colon,Female,44,Wyoming,White Collar,2017-10-08,141375.27,single,tertiary,no,no,cellular,unknown,no,10,October
2521,Mable  Lindsey,Female,20,Oregon,Other,2017-10-08,14488.0,divorced,tertiary,yes,no,unknown,unknown,no,10,October
2522,Sylvester  Morales,Female,40,Oregon,Blue Collar,2017-10-08,87597.28,married,secondary,yes,no,cellular,unknown,no,10,October
2523,Shari  Silva,Male,40,California,Blue Collar,2017-10-09,61747.06,divorced,secondary,no,no,cellular,unknown,no,10,October
2524,Salvador  Bass,Female,31,California,White Collar,2017-10-09,31272.1,divorced,tertiary,yes,yes,unknown,unknown,no,10,October
2525,Lance  Yates,Male,33,California,Blue Collar,2017-10-09,19100.96,married,secondary,yes,no,cellular,failure,no,10,October
2526,Jenny  Garcia,Female,34,California,White Collar,2017-10-09,44778.97,married,unknown,no,no,cellular,other,no,10,October
2527,Brooke  Horton,Male,27,California,White Collar,2017-10-09,12119.63,single,tertiary,yes,no,cellular,unknown,no,10,October
2528,Austin  Reynolds,Male,34,California,White Collar,2017-10-09,4498.3,single,secondary,yes,yes,unknown,unknown,no,10,October
2529,Drew  Rogers,Female,36,California,White Collar,2017-10-09,36084.04,married,secondary,yes,no,unknown,unknown,no,10,October
2530,Sylvester  Morales,Female,39,California,White Collar,2017-10-09,50301.67,single,tertiary,no,no,unknown,failure,no,10,October
2531,Eddie  Green,Female,38,California,White Collar,2017-10-09,53717.94,single,tertiary,no,no,cellular,unknown,no,10,October
2532,Salvador  Bass,Male,30,California,White Collar,2017-10-09,30389.97,married,unknown,no,no,telephone,unknown,no,10,October
2533,Sylvester  Morales,Male,47,Nevada,Blue Collar,2017-10-09,25781.09,divorced,secondary,yes,no,telephone,unknown,no,10,October
2534,Lynette  Brewer,Female,52,Nevada,Blue Collar,2017-10-09,52073.6,married,tertiary,no,no,cellular,unknown,no,10,October
2535,Cindy  Becker,Male,60,Nevada,Blue Collar,2017-10-09,17406.51,married,primary,no,no,cellular,unknown,no,10,October
2536,Woodrow  Colon,Male,54,Nevada,Blue Collar,2017-10-09,143852.01,single,tertiary,no,no,cellular,unknown,no,10,October
2537,Lance  Yates,Male,39,Wyoming,Other,2017-10-09,5334.66,divorced,primary,no,no,cellular,failure,no,10,October
2538,Don  Gonzales,Female,38,Wyoming,White Collar,2017-10-09,45290.49,married,primary,yes,no,cellular,unknown,no,10,October
2539,Colleen  Warren,Male,35,Wyoming,Other,2017-10-09,203529.15,married,secondary,yes,no,unknown,unknown,no,10,October
2540,Billie  Chandler,Female,30,Oregon,Other,2017-10-09,90125.84,divorced,secondary,no,no,cellular,success,yes,10,October
2541,Bernadette  Page,Female,31,Oregon,White Collar,2017-10-09,72010.24,married,tertiary,yes,no,cellular,other,yes,10,October
2542,Blake  Bridges,Male,37,California,White Collar,2017-10-10,176684.09,married,unknown,yes,no,cellular,unknown,no,10,October
2543,Lorraine  Gibson,Female,19,California,White Collar,2017-10-10,56634.7,single,secondary,yes,no,cellular,unknown,no,10,October
2544,Brooke  Horton,Male,33,California,Blue Collar,2017-10-10,7023.43,married,tertiary,no,yes,cellular,unknown,no,10,October
2545,Colleen  Warren,Male,36,California,White Collar,2017-10-10,62153.03,divorced,primary,no,yes,cellular,unknown,no,10,October
2546,Elaine  Ellis,Male,48,California,Other,2017-10-10,58872.7,single,secondary,yes,yes,unknown,unknown,no,10,October
2547,Ben  Perez,Female,25,California,White Collar,2017-10-10,61812.15,married,secondary,yes,no,unknown,unknown,no,10,October
2548,Cindy  Becker,Male,52,Nevada,Blue Collar,2017-10-10,50921.33,married,secondary,yes,no,cellular,unknown,no,10,October
2549,Kyle  Carr,Male,39,Wyoming,White Collar,2017-10-10,42001.78,married,unknown,yes,no,cellular,unknown,no,10,October
2550,Blake  Bridges,Female,23,Oregon,Other,2017-10-10,83313.55,single,tertiary,no,no,cellular,unknown,no,10,October
2551,Pauline  Beck,Female,43,Oregon,Other,2017-10-10,44760.78,married,tertiary,no,yes,unknown,unknown,no,10,October
2552,Johanna  Boone,Female,24,California,White Collar,2017-10-11,41500.99,divorced,secondary,no,no,cellular,unknown,no,10,October
2553,Lorraine  Gibson,Female,31,California,White Collar,2017-10-11,7554.51,married,secondary,yes,no,unknown,unknown,no,10,October
2554,Colleen  Warren,Male,24,California,Blue Collar,2017-10-11,8053.7,married,tertiary,yes,no,cellular,unknown,yes,10,October
2555,Pauline  Beck,Female,31,California,White Collar,2017-10-11,130870.66,married,secondary,yes,no,cellular,unknown,no,10,October
2556,Shari  Silva,Female,29,California,White Collar,2017-10-11,14360.67,married,tertiary,no,no,cellular,failure,no,10,October
2557,Peter  Hodges,Female,25,California,White Collar,2017-10-11,30464.84,divorced,secondary,yes,no,cellular,failure,yes,10,October
2558,Johanna  Boone,Male,30,California,White Collar,2017-10-11,34365.1,divorced,secondary,yes,no,cellular,unknown,no,10,October
2559,Shari  Silva,Female,32,California,White Collar,2017-10-11,46978.15,married,primary,no,no,cellular,unknown,no,10,October
2560,Bernadette  Page,Male,29,California,White Collar,2017-10-11,16783.63,married,secondary,yes,no,unknown,unknown,no,10,October
2561,Billie  Chandler,Female,21,California,White Collar,2017-10-11,21788.9,married,secondary,yes,no,cellular,failure,no,10,October
2562,Bernadette  Page,Male,48,California,White Collar,2017-10-11,5911.81,married,secondary,yes,no,cellular,unknown,no,10,October
2563,Shari  Silva,Female,59,Nevada,White Collar,2017-10-11,42120.87,divorced,secondary,no,no,cellular,unknown,no,10,October
2564,Cindy  Becker,Female,54,Nevada,Other,2017-10-11,60732.13,married,secondary,yes,no,cellular,failure,no,10,October
2565,Ernest  Davis,Male,50,Nevada,Blue Collar,2017-10-11,51898.51,divorced,secondary,yes,yes,cellular,unknown,no,10,October
2566,Andrew  Meyer,Male,30,Wyoming,Blue Collar,2017-10-11,62698.25,single,unknown,yes,no,cellular,unknown,no,10,October
2567,Peter  Hodges,Female,46,Wyoming,White Collar,2017-10-11,81657.15,married,unknown,no,no,cellular,unknown,no,10,October
2568,Brooke  Horton,Male,27,Wyoming,White Collar,2017-10-11,148509.81,married,secondary,yes,yes,unknown,unknown,no,10,October
2569,Sonya  Mullins,Male,28,Oregon,Blue Collar,2017-10-11,50075.4,married,secondary,no,no,cellular,unknown,yes,10,October
2570,Cassandra  Franklin,Male,39,California,White Collar,2017-10-12,79682.42,married,secondary,yes,no,unknown,unknown,no,10,October
2571,Rachel  Gomez,Male,41,California,White Collar,2017-10-12,22088.61,married,secondary,no,no,unknown,unknown,no,10,October
2572,Jaime  Pearson,Female,32,California,White Collar,2017-10-12,133325.88,married,secondary,no,no,cellular,unknown,no,10,October
2573,Brooke  Horton,Male,32,California,White Collar,2017-10-12,67129.88,married,secondary,yes,no,cellular,unknown,no,10,October
2574,Lance  Yates,Female,34,California,White Collar,2017-10-12,77045.99,married,secondary,yes,yes,unknown,unknown,no,10,October
2575,Lance  Yates,Male,31,California,White Collar,2017-10-12,40167.57,single,secondary,yes,no,unknown,unknown,no,10,October
2576,Ben  Perez,Female,39,California,Blue Collar,2017-10-12,32721.75,married,secondary,yes,no,unknown,unknown,no,10,October
2577,Salvador  Bass,Female,37,California,White Collar,2017-10-12,71407.22,single,secondary,no,yes,cellular,unknown,no,10,October
2578,Johanna  Boone,Female,40,California,White Collar,2017-10-12,2907.6,married,primary,yes,no,unknown,unknown,no,10,October
2579,Isabel  Cross,Male,46,Nevada,Blue Collar,2017-10-12,141324.06,married,secondary,no,no,cellular,unknown,no,10,October
2580,Shari  Silva,Male,61,Nevada,Other,2017-10-12,63390.63,married,tertiary,yes,no,unknown,unknown,no,10,October
2581,Robert  Munoz,Male,44,Nevada,Blue Collar,2017-10-12,35337.18,married,secondary,yes,no,unknown,unknown,no,10,October
2582,Eric  Rose,Female,23,Wyoming,White Collar,2017-10-12,97968.78,single,tertiary,yes,no,unknown,unknown,no,10,October
2583,Arturo  Francis,Female,36,Wyoming,White Collar,2017-10-12,53510.15,married,secondary,yes,no,cellular,unknown,no,10,October
2584,Ernest  Davis,Female,32,Wyoming,White Collar,2017-10-12,76429.16,married,tertiary,no,no,cellular,success,yes,10,October
2585,Jaime  Pearson,Female,29,Oregon,Blue Collar,2017-10-12,20496.31,married,tertiary,no,no,cellular,unknown,no,10,October
2586,Andrew  Meyer,Female,43,California,White Collar,2017-10-13,21675.72,married,primary,no,no,unknown,unknown,no,10,October
2587,Ben  Perez,Male,33,California,White Collar,2017-10-13,14905.12,single,secondary,yes,yes,unknown,unknown,no,10,October
2588,Bobbie  Ryan,Female,39,California,White Collar,2017-10-13,93882.91,married,tertiary,yes,no,unknown,unknown,no,10,October
2589,Bethany  Pena,Female,41,California,Blue Collar,2017-10-13,67917.58,divorced,tertiary,no,no,cellular,unknown,no,10,October
2590,Sandra  Floyd,Male,35,California,White Collar,2017-10-13,114148.39,divorced,tertiary,yes,yes,unknown,unknown,no,10,October
2591,Patty  Thompson,Female,30,California,Blue Collar,2017-10-13,41706.33,married,secondary,yes,no,cellular,unknown,no,10,October
2592,Ben  Perez,Female,34,California,White Collar,2017-10-13,26757.36,married,tertiary,yes,yes,cellular,unknown,no,10,October
2593,Jenny  Garcia,Female,35,California,White Collar,2017-10-13,3163.36,divorced,secondary,yes,no,cellular,unknown,no,10,October
2594,Nellie  Joseph,Male,34,California,White Collar,2017-10-13,25382.33,single,secondary,yes,no,unknown,unknown,no,10,October
2595,Iris  Underwood,Female,24,California,White Collar,2017-10-13,3865.09,married,secondary,yes,yes,cellular,unknown,no,10,October
2596,Woodrow  Colon,Female,32,California,White Collar,2017-10-13,41768.31,single,secondary,no,no,cellular,unknown,no,10,October
2597,Shari  Silva,Male,43,Nevada,Other,2017-10-13,14247.12,married,secondary,no,no,cellular,failure,no,10,October
2598,Bethany  Pena,Male,52,Nevada,Other,2017-10-13,68643.54,divorced,primary,yes,no,unknown,unknown,no,10,October
2599,Sylvester  Morales,Male,51,Nevada,White Collar,2017-10-13,36932.55,single,primary,no,no,cellular,failure,no,10,October
2600,Trevor  Jones,Male,55,Nevada,Other,2017-10-13,111243.37,married,tertiary,yes,no,cellular,unknown,no,10,October
2601,Felicia  Jennings,Male,58,Nevada,Blue Collar,2017-10-13,191431.25,divorced,tertiary,no,no,unknown,unknown,no,10,October
2602,Trevor  Jones,Male,44,Nevada,Blue Collar,2017-10-13,97728.85,married,tertiary,no,no,cellular,unknown,no,10,October
2603,Andrew  Meyer,Female,33,Wyoming,White Collar,2017-10-13,79302.52,married,primary,yes,no,unknown,unknown,no,10,October
2604,Drew  Rogers,Female,31,Wyoming,Other,2017-10-13,22329.16,single,tertiary,no,no,cellular,unknown,no,10,October
2605,Isabel  Cross,Female,22,Oregon,Other,2017-10-13,27310.51,married,unknown,no,no,cellular,unknown,no,10,October
2606,Isabel  Cross,Male,29,California,White Collar,2017-10-14,54598.99,married,primary,yes,yes,unknown,unknown,no,10,October
2607,Nellie  Joseph,Female,25,California,White Collar,2017-10-14,35180.46,married,unknown,no,no,unknown,unknown,no,10,October
2608,Felicia  Jennings,Male,38,California,White Collar,2017-10-14,134700.27,married,primary,no,yes,cellular,unknown,no,10,October
2609,Woodrow  Colon,Female,40,California,Other,2017-10-14,2677.93,married,secondary,no,no,cellular,unknown,no,10,October
2610,Blake  Bridges,Male,40,California,White Collar,2017-10-14,57136.0,married,primary,yes,no,unknown,unknown,no,10,October
2611,Rachel  Gomez,Male,38,California,Blue Collar,2017-10-14,124075.72,married,tertiary,no,no,cellular,unknown,no,10,October
2612,Rachel  Gomez,Male,28,California,White Collar,2017-10-14,17951.06,single,secondary,no,no,cellular,unknown,no,10,October
2613,Della  Jensen,Male,60,Nevada,Blue Collar,2017-10-14,34344.63,married,tertiary,yes,yes,cellular,unknown,no,10,October
2614,Austin  Reynolds,Male,44,Nevada,Blue Collar,2017-10-14,27451.81,married,secondary,yes,no,cellular,failure,no,10,October
2615,Dan  Peterson,Male,31,Wyoming,Blue Collar,2017-10-14,83633.36,single,tertiary,yes,no,cellular,unknown,no,10,October
2616,Robert  Munoz,Male,36,Wyoming,Blue Collar,2017-10-14,84250.82,married,secondary,yes,no,cellular,failure,no,10,October
2617,Cecilia  Manning,Male,35,Wyoming,White Collar,2017-10-14,19123.64,married,tertiary,yes,no,cellular,unknown,no,10,October
2618,Johanna  Boone,Female,28,Oregon,Other,2017-10-14,198580.75,married,secondary,no,no,cellular,unknown,no,10,October
2619,Drew  Rogers,Female,35,California,Other,2017-10-15,156516.93,married,secondary,no,no,cellular,unknown,no,10,October
2620,Ernest  Davis,Female,31,California,Other,2017-10-15,121260.46,married,secondary,no,no,cellular,unknown,yes,10,October
2621,Blake  Bridges,Male,43,California,Blue Collar,2017-10-15,4425.12,single,secondary,yes,no,cellular,other,no,10,October
2622,Robert  Munoz,Female,29,California,Other,2017-10-15,102004.52,single,unknown,yes,no,unknown,unknown,no,10,October
2623,Shari  Silva,Female,45,California,White Collar,2017-10-15,121446.52,single,secondary,yes,no,cellular,unknown,no,10,October
2624,Beth  Tucker,Male,38,California,Blue Collar,2017-10-15,10383.88,married,primary,yes,no,cellular,unknown,no,10,October
2625,Isabel  Cross,Male,33,California,White Collar,2017-10-15,48129.82,married,tertiary,yes,no,unknown,unknown,no,10,October
2626,Austin  Reynolds,Female,35,California,White Collar,2017-10-15,15981.12,married,primary,yes,no,cellular,unknown,no,10,October
2627,Austin  Reynolds,Male,47,California,White Collar,2017-10-15,58393.48,married,primary,yes,no,unknown,unknown,no,10,October
2628,Arturo  Francis,Female,46,California,White Collar,2017-10-15,68263.67,married,secondary,yes,yes,telephone,unknown,no,10,October
2629,Isabel  Cross,Male,24,California,White Collar,2017-10-15,83685.51,divorced,secondary,yes,no,unknown,unknown,no,10,October
2630,Beth  Tucker,Female,54,Nevada,White Collar,2017-10-15,24375.43,divorced,primary,no,no,cellular,unknown,no,10,October
2631,Sonya  Mullins,Male,46,Nevada,Blue Collar,2017-10-15,76035.99,married,primary,no,no,cellular,unknown,no,10,October
2632,Shari  Silva,Male,41,Nevada,Blue Collar,2017-10-15,37919.97,single,secondary,yes,no,cellular,unknown,no,10,October
2633,Tiffany  May,Female,51,Nevada,Blue Collar,2017-10-15,36173.75,married,primary,yes,no,cellular,unknown,no,10,October
2634,Cassandra  Franklin,Male,57,Nevada,Other,2017-10-15,208221.72,single,tertiary,no,no,cellular,unknown,yes,10,October
2635,Lance  Yates,Male,41,Wyoming,Other,2017-10-15,89665.01,single,primary,yes,no,unknown,unknown,no,10,October
2636,Drew  Rogers,Female,38,Wyoming,White Collar,2017-10-15,40721.97,married,secondary,yes,no,cellular,unknown,no,10,October
